accession,secondary_accession,bioproject,study_name,body_sites,samples_count,biome_lineages,centre_name,last_update
MGYS00005652,ERP124518,PRJEB40836,EMG produced TPA metagenomics assembly of PRJNA542280 data set (Oral Microbiome in Fanconi Anemia).,oral,4,root:Host-associated:Human:Digestive system:Oral,EMG,2020-11-17T19:05:30
MGYS00005651,ERP124374,PRJEB40715,EMG produced TPA metagenomics assembly of PRJNA78025 data set (Human Oral Subgingival Plaque Microbiome).,oral,4,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,EMG,2020-11-17T18:52:20
MGYS00001315,ERP019890,PRJEB17980,Analysis of gut microbiota in infants,gut,4,root:Host-associated:Human:Digestive system:Large intestine:Fecal,National institute for research in reproductive health,2016-11-22T10:42:06
MGYS00001184,ERP016615,PRJEB14935,Term and preterm shotgun samples,gut,3,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Institute  of Food Research,2016-07-29T09:57:01
MGYS00002227,SRP050159,PRJNA268255,Oral cancer bacteriome - preliminary study Metagenome,oral,3,root:Host-associated:Human:Digestive system:Oral,Jazan University,2019-11-07T16:54:16
MGYS00005339,ERP014167,PRJEB12669,Gut microbiota of 10 pairs of Chinese infant twins,gut,3,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Shenzhen Following Precision Medical Research Institute,2020-05-17T09:56:52
MGYS00006306,ERP138650,PRJEB53834,EMG produced TPA metagenomics assembly of PRJNA419274 data set (Alteration in the Oral microbiota of Indian Antartic expedition members during ship journey and stay at Antartica).,oral,3,root:Host-associated:Human:Digestive system:Oral:Saliva,EMG,2023-09-01T11:29:50
MGYS00000585,ERP013496,PRJEB12057,Study of early life microbiota in preterm baby,gut,3,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Institute  of Food Research,2016-02-08T00:05:04
MGYS00005729,ERP126326,PRJEB42466,Critical Assessment of Metaproteome Investigation (CAMPI): a Multi-Lab Comparison of Established Workflows,gut,3,root:Engineered:Modeled:Simulated communities (microbial mixture)|root:Host-associated:Human:Digestive system:Large intestine:Fecal,LUXEMBOURG CENTRE FOR SYSTEMS BIOMEDICINE,2021-03-31T16:25:26
MGYS00006493,SRP016840,PRJNA176821,IPF lung tissue and swabs Targeted Locus (Loci),respiratory,3,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Queensland,2023-09-25T11:27:33
MGYS00005794,SRP173438,PRJNA510036,Fecal transplant influence on healthy volunteers,gut,3,root:Host-associated:Human:Digestive system:Large intestine:Fecal,RCPCM,2021-10-07T02:17:36
MGYS00001991,ERP104944,PRJEB23207,Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients,gut,3,root:Host-associated:Human:Digestive system:Large intestine:Fecal,ISTITUTO SUPERIORE DI SANITA,2017-11-03T09:27:12
MGYS00003199,ERP107087,PRJEB25192,EMG produced TPA metagenomics assembly of the gut microbiota from an obese human (SRP012035) data set.,gut,3,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2018-10-25T15:54:59
MGYS00005656,SRP197549,PRJNA542280,Oral Microbiome in Fanconi Anemia,oral,3,root:Host-associated:Human:Digestive system:Oral,University of Minnesota,2020-11-17T18:58:23
MGYS00001893,ERP018622,PRJEB16762,ICU_metagenomics_Using_16S_rRNA_analysis_for_assessing_the_respiratory_bacterial_infection_threat_to_immunocompromised_patients_within_Intensive_Care_Units,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Fecal,SC,2017-07-19T10:13:25
MGYS00005356,SRP064526,PRJNA297869,Human gastric microbiome metagenome,gut,2,root:Host-associated:Human:Digestive system:Large intestine,Weill Cornell Medical College,2020-05-17T19:13:41
MGYS00001779,ERP023074,PRJEB20877,Detection of bacterial pathogens from broncho-alveolar lavage by next-generation sequencing,respiratory,2,root:Host-associated:Human:Respiratory system:Pulmonary system,GUH,2017-05-31T14:21:26
MGYS00002057,ERP104230,PRJEB22549,EMG produced TPA metagenomics assembly of the Evaluation of vertical transmission between mother-infant (human gut metagenome) data set,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2017-11-24T16:46:52
MGYS00002276,SRP108107,PRJNA388022,molecular charactarization of endodontic infection in humans,oral,2,root:Host-associated:Human:Digestive system:Oral,Faculty of pharmacy Suez Canal university,2019-11-07T16:54:52
MGYS00001887,ERP023970,PRJEB21696,Metagenomics 1st 5 data,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Fecal,THE CATHOLIC UNIVERSITY OF KOREA,2017-07-13T09:25:17
MGYS00001892,SRP001709,PRJNA43253,Human fecal microbiome,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CGS-GL,2017-07-18T11:32:36
MGYS00002180,ERP106323,PRJEB24494,sputum from patients with bronchiectasis pooled together and sequenced for the purpose of investigating the effect of erythromycin on antibiotic resistance carriage,respiratory,2,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,SAHMRI,2018-01-25T09:01:34
MGYS00002052,ERP104223,PRJEB22542,EMG produced TPA metagenomics assembly of the Gut metagenome from two premature infants (human gut metagenome) data set,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2017-11-24T16:46:23
MGYS00002024,ERP104182,PRJEB22501,EMG produced TPA metagenomics assembly of the Gut microbial metabolism shifts towards a more toxic profile with supplementary iron in a kinetic model of the human large intestine (TIM2_iron_study) data set,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,EMBL-EBI,2022-02-25T16:55:52
MGYS00000456,ERP009244,PRJEB8201,Comparison of distal gut microbiota structure and function in US and Egyptian children,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Fecal,WRIGHT STATE UNIVERSITY,2016-01-20T14:12:06
MGYS00001249,SRP066323,PRJNA302437,16s-based microbiome metagenome,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University of Nebraska-Lincoln,2019-11-07T16:53:10
MGYS00000543,ERP012163,PRJEB10865,Study of the abundance of bacteria from human samples,gut,2,root:Host-associated:Human:Digestive system:Large intestine:Fecal,VIRGINIA TECH,2016-01-31T00:05:03
MGYS00002262,SRP045295,PRJNA257562,Human oral microbiome associated with OC regiment,oral,2,root:Host-associated:Human:Digestive system:Oral:Supragingival plaque,"Qibebt,CAS,China",2019-11-07T16:56:06
MGYS00006425,SRP421082,PRJNA931790,The lung microbiota in nontuberculous mycobacterial pulmonary disease,respiratory,2,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Samsung Medical Center,2023-09-03T13:33:25
MGYS00006441,SRP149996,PRJNA474914,Lung mycobiome Raw sequence reads,respiratory,2,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Alicante,2023-09-05T13:25:13
MGYS00006440,SRP070932,PRJNA312879,Human_sputum_16S Raw sequence reads,respiratory,1,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Haifa University,2023-09-05T13:10:43
MGYS00000506,ERP011513,PRJEB10283,Pooled sample of human tongue scrapes from 9 healthy adults.,oral,1,root:Host-associated:Human:Digestive system:Oral:tongue dorsum,UNIVERSITY COLLEGE LONDON,2016-01-20T14:12:06
MGYS00003204,ERP108076,PRJEB26103,EMG produced TPA metagenomics assembly of the human oral metagenome Raw sequence reads (human oral metagenome) data set.,oral,1,root:Host-associated:Human:Digestive system:Oral,EMG,2018-10-25T16:00:14
MGYS00006293,SRP035600,PRJNA188683,Cross sectional analysis of 16S rRNA sequences obtained from bronchiectasis patient airway samples Targeted Locus (Loci),respiratory,1,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,King's College London,2023-08-14T18:57:25
MGYS00000507,ERP011523,PRJEB10293,Tongue metagenome from 9 healthy individuals.,oral,1,root:Host-associated:Human:Digestive system:Oral,UNIVERSITY COLLEGE LONDON,2016-01-20T14:12:06
MGYS00002147,SRP022233,PRJNA184696,P&G gingivitis Targeted Locus,oral,1,root:Host-associated:Human:Digestive system:Oral,"Procter & Gamble Innovation Center, Beijing, China",2019-11-07T16:53:41
MGYS00000319,ERP002222,PRJEB1421,Shifts in Human Intestinal Microbiota after Smoking Cessation,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,USZ,2016-01-20T14:12:06
MGYS00000306,ERP001596,PRJEB3148,Long insert human faecal metagenomic library.,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CSISP,2016-01-20T14:12:06
MGYS00006309,ERP138646,PRJEB53830,EMG produced TPA metagenomics assembly of PRJNA612150 data set (Fred Hutch Vaginal Metagenomics (FHVM)).,urogenital,1,root:Host-associated:Human:Reproductive system:Vagina,EMG,2023-09-01T13:17:16
MGYS00000564,ERP012953,PRJEB11554,NeoM,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,IMPERIAL COLLEGE LONDON,2016-02-03T10:02:09
MGYS00006823,ERP148566,PRJEB63401,EMG produced TPA metagenomics assembly of PRJNA693652 data set (The intestinal bacteriomes and viromes of pationts with recurrent CDI).,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-07-07T23:05:47
MGYS00005193,SRP096974,PRJNA339931,Composition and variation of respiratory microbiota in healthy military personnel Metagenome,respiratory,1,root:Host-associated:Human:Respiratory system:Nasopharyngeal:Nasal cavity,Walter Reed Army Institute of Research,2020-04-27T15:18:47
MGYS00006818,ERP148312,PRJEB63161,EMG produced TPA metagenomics assembly of PRJNA799832 data set (Raw metagenomic sequence reads of human gut in patients with pituitary adenoma).,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-06-05T13:49:34
MGYS00006523,SRP145042,PRJNA464268,human oral metagenome Raw sequence reads,respiratory,1,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Qilu Children’s Hospital of Shandong University,2023-09-25T21:06:29
MGYS00002021,ERP104072,PRJEB22392,EMG produced TPA metagenomics assembly of the Metagenomic analysis of infant stool sample (human gut metagenome) data set,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2017-11-23T14:22:07
MGYS00002171,SRP040947,PRJNA243549,Predictive modeling of early childhood caries via spatial-temporal variations of oral microbiota (Validataion study),oral,1,root:Host-associated:Human:Digestive system:Oral,"Qibebt,CAS,China",2019-11-07T16:53:54
MGYS00005299,SRP214545,PRJNA554499,16S rRNA gene profiling of atopic dermatitis and psoriasis patients compared to healthy volunteers,skin,1,root:Host-associated:Human:Skin,University of Duesseldorf,2020-03-14T03:48:41
MGYS00002172,SRP049665,PRJNA266810,Oral active microbiota of dental caries,oral,1,root:Host-associated:Human:Digestive system:Oral,FISABIO,2019-11-07T16:53:56
MGYS00000520,ERP011525,PRJEB10295,Whole genome sequencing of metagenomes extracted from palms of two individuals,skin,1,root:Host-associated:Human:Skin,LEIDEN UNIVERSITY MEDICAL CENTER,2016-02-01T00:05:03
MGYS00002270,SRP067717,PRJNA306796,"plaque, saliva, tongue coating metagenome",oral,1,root:Host-associated:Human:Digestive system:Oral,Peking University School of Stomatology,2019-11-07T16:54:47
MGYS00003135,ERP002465,PRJEB1781,Human_infections_with_the_whipworm__Trichuris_trichiura__are_not_associated_with_alterations_in_the_faecal_microbiota_,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,SC,2018-09-19T09:49:46
MGYS00002027,ERP104186,PRJEB22505,EMG produced TPA metagenomics assembly of the The initial state of the human gut microbiome determines its reshaping by antibiotics (Impact of cefprozil on the gut microbiome of healthy individuals) data set,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2017-11-24T16:43:54
MGYS00001301,SRP058372,PRJNA284100,Supragingival plaque Raw sequence reads,oral,1,root:Host-associated:Human:Digestive system:Oral,Zhejiang University,2019-11-07T16:53:37
MGYS00001299,SRP022894,PRJNA203399,Oral tongue plaque Metagenome,oral,1,root:Host-associated:Human:Digestive system:Oral:tongue dorsum,"P&G Innovation Center, Beijing",2019-11-07T16:56:08
MGYS00002056,ERP104228,PRJEB22547,EMG produced TPA metagenomics assembly of the Homo sapiens fecal metagenome Raw sequence reads (human gut metagenome) data set,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2017-11-24T16:46:47
MGYS00001185,SRP012449,,Complicated Sputum Microbial Composition in the Patients of Pulmonary Tuberculosis,respiratory,1,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Shanghai Jiao Tong University School of Medicine,2016-07-29T11:54:27
MGYS00001137,ERP016183,PRJEB14539,Metagenome and metatranscriptome profiling of moderate and severe COPD sputum in Taiwanese Han males,respiratory,1,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,YZU,2016-06-27T11:33:42
MGYS00006314,ERP141227,PRJEB56303,EMG produced TPA metagenomics assembly of PRJNA650272 data set (Microbiomes in supragingival biofilms and saliva of adolescent patients with provoked and naturally occurring gingivitis relative to gingival health).,oral,1,root:Host-associated:Human:Digestive system:Oral:Saliva,EMG,2023-09-01T13:07:00
MGYS00006316,ERP141402,PRJEB56454,EMG produced TPA metagenomics assembly of PRJEB10293 data set (Tongue metagenome from 9 healthy individuals.).,oral,1,root:Host-associated:Human:Digestive system:Oral,EMG,2023-09-01T13:08:40
MGYS00000432,ERP008885,PRJEB7899,Evidence for salt tolerance in the human gut mobilome and potential mechanisms.,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CUSB-HM,2016-01-20T14:12:06
MGYS00005979,ERP127195,PRJEB43247,EMG produced TPA metagenomics assembly of PRJNA623799 data set (marine metagenome Genome sequencing and assembly).,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,EMG,2022-02-28T12:22:00
MGYS00002260,SRP043625,PRJNA253625,Human saliva Targeted Locus (Loci),oral,1,root:Host-associated:Human:Digestive system:Oral:Saliva,Research and Testing Laboratory,2019-11-07T16:55:18
MGYS00002257,SRP041078,PRJNA244164,Dental Plaque 16s rRNA v6 amplicons,oral,1,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,University of Otago,2019-11-07T16:55:46
MGYS00005529,SRP132034,PRJNA429136,Human sigmoid colon mucosal biopsy metagenomes in cohort with and without diverticula,gut,1,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,UNC Charlotte,2020-06-21T10:07:35
MGYS00006457,SRP011201,PRJNA63141,16S rRNA amplicons isolated from microbial communities from the cystic fibrosis lung,respiratory,1,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,San Diego State University,2023-09-11T11:48:17
MGYS00002239,ERP015528,PRJEB13941,Temporal stability of the salivary microbiome and its association with salivary markers of oxidative stress,oral,1,root:Host-associated:Human:Digestive system:Oral:Saliva,FISABIO - Public Health,2018-02-15T08:26:39
MGYS00002258,SRP041092,PRJNA239444,Human current and never smokers,oral,1,root:Host-associated:Human:Digestive system:Oral,The Ohio State University,2019-11-07T16:54:36
MGYS00002170,SRP040945,PRJNA243102,Predictive modeling of early childhood caries via spatial-temporal variations of oral microbiota,oral,1,root:Host-associated:Human:Digestive system:Oral,"Qibebt,CAS,China",2019-11-07T16:53:52
MGYS00006455,SRP392201,PRJNA867528,"Comparison of the lung microbiota in patients with respiratory infection, tuberculosis, and lung cancer: a preliminary study",respiratory,1,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Zhejiang University,2023-09-06T11:42:37
